host,interface,admin_status,oper_status,description,mac address,vlan
SLON11AC01,Tw1/0/6,up,up,End-User port,c047.0e90.f394,1111
SLON11AC01,Te1/0/43,up,up,WAP Port,44a3.bb1f.5fd6,1590
SLON11AC01,Te1/0/43,up,up,WAP Port,4cb0.4a60.d32b,1590
SLON11AC01,Te1/0/39,up,up,WAP Port,f873.df14.3293,1590
SLON11AC01,Te1/0/43,up,up,WAP Port,9e39.3d0d.b892,3290
SLON11AC01,Te1/0/40,up,up,WAP Port,a609.5fb9.ee7a,3290
SLON11AC02,Te1/0/48,up,up,WAP Port,5cb4.7e03.532c,1590
SLON11AC02,Te2/0/46,up,up,WAP Port,80a9.9732.f3bf,1590
SLON11AC02,Tw1/0/2,up,up,End User Port,b445.06bf.2b0d,2111
SLON11AC02,Tw3/0/33,up,up,End User Port,c047.0e92.cbd4,2111
SLON11AC02,Te2/0/46,up,up,WAP Port,ceb1.7c87.137a,3290
SLON12AC01,Te4/0/47,up,up,End User Port,ac91.a1c8.9eb8,1112
SLON12AC01,Tw2/0/23,up,up,End User Port,c047.0e92.cf05,1112
SLON12AC01,Te6/0/46,up,up,WAP Port,a8f7.d999.b442,3290
SLON12AC01,Te6/0/44,up,up,WAP Port,a8f7.d99c.b802,3290
SLON12AC01,Te7/0/46,up,up,WAP Port,a8f7.d99c.bac2,3290
SLON12AC01,Te6/0/44,up,up,WAP Port,aa30.2eae.d90c,3290
SLON12AC02,Te6/0/47,up,up,WAP Port,5cb4.7e03.0dae,1590
SLON12AC02,Te6/0/47,up,up,WAP Port,7216.88ab.ce3d,3290
SLON12AC02,Te6/0/44,up,up,WAP Port,a8f7.d999.b142,3290
SLON12AC02,Te6/0/47,up,up,WAP Port,aa30.2eae.d90c,3290
SLON12AC02,Te6/0/42,up,up,WAP Port,e260.8f26.1dcc,3290
SLON14AC01,Gi1/0/5,up,up,End User Port,00be.4348.217a,1114
SLON14AC01,Te8/0/48,up,up,WAP Port,40c7.3c04.ca40,1590
SLON14AC01,Te1/0/42,up,up,WAP Port,44a3.bb3f.dfbd,1590
SLON14AC01,Te1/0/43,up,up,WAP Port,4851.c550.eaf6,1590
SLON14AC01,Te1/0/39,up,up,WAP Port,267a.3a61.ef7b,3290
SLON14AC01,Te1/0/39,up,up,WAP Port,3ec2.4bca.3cdb,3290
SLON14AC01,Te1/0/39,up,up,WAP Port,5ad8.3e32.c3d9,3290
SLON14AC01,Te1/0/42,up,up,WAP Port,7a19.e4fd.d1d8,3290
SLON14AC01,Te1/0/39,up,up,WAP Port,869c.d7e7.d565,3290
SLON14AC01,Te2/0/43,up,up,WAP Port,a8f7.d99c.a8c2,3290
SLON14AC01,Te1/0/42,up,up,WAP Port,a8f7.d99c.d642,3290
SLON14AC01,Te1/0/43,up,up,WAP Port,a8f7.d99c.db02,3290
SLON14AC01,Te1/0/42,up,up,WAP Port,aa1b.b4ad.633a,3290
SLON14AC01,Te1/0/42,up,up,WAP Port,aa30.2eae.d90c,3290
SLON14AC01,Te1/0/39,up,up,WAP Port,b64f.2a80.09c5,3290
SLON14AC01,Te1/0/43,up,up,WAP Port,c645.6602.0b90,3290
SLON14AC01,Te1/0/42,up,up,WAP Port,eaf5.c5f1.62c2,3290
SLON14AC02,Te1/0/40,up,up,WAP Port,9c67.d614.ef51,1590
SLON14AC02,Te1/0/43,up,up,WAP Port,f8fe.5e25.b723,1590
SLON14AC02,Te8/0/27,up,up,End User Port,c047.0e71.7a7f,2114
SLON14AC02,Gi8/0/23,,,,c047.0e90.f396,2114
SLON14AC02,Te1/0/43,up,up,WAP Port,267a.3a61.ef7b,3290
SLON14AC02,Te1/0/41,up,up,WAP Port,26c1.aefa.5726,3290
SLON14AC02,Te2/0/40,up,up,WAP Port,7a19.e4fd.d1d8,3290
SLON14AC02,Te1/0/43,up,up,WAP Port,869c.d7e7.d565,3290
SLON14AC02,Te1/0/43,up,up,WAP Port,9e7d.6d97.5fa0,3290
SLON14AC02,Te1/0/43,up,up,WAP Port,a699.c47a.10a6,3290
SLON14AC02,Te1/0/40,up,up,WAP Port,a8f7.d99c.b682,3290
SLON14AC02,Te1/0/43,up,up,WAP Port,a8f7.d99c.b742,3290
