host,interface,admin_status,oper_status,description,mac address,vlan
SLON11AC01,-----,,,,-----------,----
SLON11AC01,Tw4/0/7,up,up,End-User port,00be.4356.8f5a,1111
SLON11AC01,Tw4/0/27,up,up,End-User port,00be.4356.923c,1111
SLON11AC01,Tw4/0/12,up,up,End-User port,00be.4356.9666,1111
SLON11AC01,Tw1/0/17,up,up,End-User port,0892.0477.ae7f,1111
SLON11AC01,Tw4/0/23,up,up,End-User port,2800.af1a.a48f,1111
SLON11AC01,Tw5/0/2,up,up,End-User port,2800.af24.5c93,1111
SLON11AC01,Te4/0/37,up,up,End-User port,2800.af24.5fce,1111
SLON11AC01,Tw4/0/9,up,up,End-User port,2800.af2c.9daf,1111
SLON11AC01,Tw3/0/1,up,up,End-User port,2800.af2c.9fc3,1111
SLON11AC01,Tw2/0/29,up,up,End-User port,2800.af2c.9fe9,1111
SLON11AC01,Te1/0/44,up,up,End-User port,2800.af2c.a29a,1111
SLON11AC01,Tw1/0/9,up,up,End-User port,2800.af2c.a38a,1111
SLON11AC01,Vl1111,up,up,Data_11E,3c13.cc26.83e3,1111
SLON11AC01,Tw2/0/7,up,up,End-User port,9c93.4e24.498c,1111
SLON11AC01,Tw3/0/13,up,up,,9c93.4e25.13d1,1111
SLON11AC01,Tw3/0/23,up,up,End-User port,9c93.4e49.85f7,1111
SLON11AC01,Tw1/0/29,up,up,End-User port,9c93.4e66.53d6,1111
SLON11AC01,Tw1/0/13,up,up,End-User port,9c93.4e66.55bc,1111
SLON11AC01,Te1/0/42,up,up,WAP Port,a8f7.d981.b346,1111
SLON11AC01,Te1/0/37,up,up,WAP Port,a8f7.d981.f8f6,1111
SLON11AC01,Te1/0/43,up,up,WAP Port,a8f7.d981.f923,1111
SLON11AC01,Te7/0/45,up,up,WAP Port,a8f7.d981.f937,1111
SLON11AC01,Te1/0/38,up,up,WAP Port,a8f7.d981.fb67,1111
SLON11AC01,Te1/0/39,up,up,WAP Port,a8f7.d981.fb71,1111
SLON11AC01,Tw3/0/35,up,up,End-User port,ac91.a1c8.9ec4,1111
SLON11AC01,Tw4/0/16,up,up,End-User port,ac91.a1c8.9f6e,1111
SLON11AC01,Tw1/0/24,up,up,End-User port,c047.0e66.1249,1111
SLON11AC01,Tw2/0/12,up,up,End-User port,c047.0e67.2ae3,1111
SLON11AC01,Tw4/0/19,up,up,End-User port,c047.0e6b.6426,1111
SLON11AC01,Tw3/0/28,up,up,End-User port,c047.0e71.e114,1111
SLON11AC01,Tw2/0/2,up,up,End-User port,c047.0e78.d954,1111
SLON11AC01,Tw3/0/22,up,up,End-User port,c047.0e8f.46c7,1111
SLON11AC01,Tw4/0/33,up,up,End-User port,c047.0e90.f381,1111
SLON11AC01,Te2/0/48,up,up,End-User port,c047.0e90.f596,1111
SLON11AC01,Te3/0/39,up,up,End-User port,c047.0e90.f59a,1111
SLON11AC01,Tw3/0/2,up,up,End-User port,c047.0e92.ccc2,1111
SLON11AC01,Te3/0/48,up,up,End-User port,c047.0e92.ce7c,1111
SLON11AC01,Tw3/0/29,up,up,End-User port,c047.0e92.cee5,1111
SLON11AC01,Tw1/0/15,up,up,End-User port,c463.fb03.4e06,1111
SLON11AC01,Tw1/0/4,up,up,End-User port,c463.fb03.5220,1111
SLON11AC01,Tw3/0/8,up,up,End-User port,c463.fb05.5ad3,1111
SLON11AC01,Tw4/0/21,up,up,End-User port,c463.fb06.626d,1111
SLON11AC01,Tw2/0/9,up,up,End-User port,c463.fb06.76e9,1111
SLON11AC01,Tw1/0/16,up,up,End-User port,c463.fb07.a285,1111
SLON11AC01,Tw1/0/14,up,up,End-User port,c463.fb07.af3f,1111
